index,Unnamed: 0,CleanedText,pub_date,abstract,headline,keywords,news_desk,section_name,row_id,sentiment_type,sentiment_score
10,10,All cargo sent by container ship to the United States from three port â in Pakistan Honduras and Southampton England â will be scanned for hidden nuclear weapon starting next year ,2006-12-08 05:00:00+00:00,"All cargo sent by container ships to the United States from three ports â in Pakistan, Honduras and Southampton, England â will be scanned for hidden nuclear weapons starting next year.","{'main': 'U.S. to Expand Cargo Scans to Detect Nuclear Material', 'kicker': None, 'content_kicker': None, 'print_headline': 'U.S. to Expand Cargo Scans To Detect Nuclear Material', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Ports', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Homeland Security Department', 'rank': 4, 'major': 'N'}]",National,U.S.,10,compound,0.1531
11,11,Ran is investing in Afghanistan a part of a bigger drive to spread it influence and idea farther across the Middle Last ,2006-12-27 05:00:00+00:00,Iran is investing in Afghanistan as part of a bigger drive to spread its influence and ideas farther across the Middle East. ,"{'main': 'Iran Is Seeking More Influence in Afghanistan', 'kicker': None, 'content_kicker': None, 'print_headline': 'Iran Is Seeking Greater Influence in Afghanistan', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'International Relations', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Middle East', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Taliban', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Hezbollah', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'AFGHANISTAN', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 7, 'major': 'N'}]",Foreign,World,11,compound,0.0
12,12,Ran said it would retaliate against U S interest if it is attacked the latest volley in an excavating war of rhetoric between the country ,2007-02-09 05:00:00+00:00,"Iran said it would retaliate against U.S. interests if it is attacked, the latest volley in an escalating war of rhetoric between the countries.","{'main': 'Iranâs Leader Warns the U.S. About Carrying Out Any Attack', 'kicker': None, 'content_kicker': None, 'print_headline': 'Iranâs Leader Warns the U.S. About Carrying Out Any Attack', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Khamenei, Ali', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 4, 'major': 'N'}]",Foreign,World,12,compound,-0.5994
13,13,Is tension with Ran rise many Persian Gulf country have come to see themselves a the likely first target of an Cranial attack ,2007-02-23 05:00:00+00:00,"As tensions with Iran rise, many Persian Gulf countries have come to see themselves as the likely first targets of an Iranian attack.","{'main': 'Arab States, Wary of Iran, Add to Their Arsenals but Still Lean on the U.S.', 'kicker': None, 'content_kicker': None, 'print_headline': 'Arab States, Wary of Iran, Add to Their Arsenals but Still Lean on the U.S.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Middle East', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Qatar', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Saudi Arabia', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Kuwait', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'ARMAMENT, DEFENSE AND MILITARY FORCES', 'rank': 6, 'major': 'N'}]",Foreign,World,13,compound,-0.6597
14,14,The Taliban claimed responsibility for the suicide attack outside a U S base but the claim could not be verified ,2007-02-28 05:00:00+00:00,"The Taliban claimed responsibility for the suicide attack outside a U.S. base, but the claim could not be verified.","{'main': 'A Mile From Cheney, Afghan Bomber Kills at Least 23', 'kicker': None, 'content_kicker': None, 'print_headline': 'A Mile From Cheney, Afghan Bomber Kills At Least 23', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Pakistan', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Cheney, Dick', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'AFGHANISTAN', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Bombs and Explosives', 'rank': 5, 'major': 'N'}]",Foreign,World,14,compound,-0.5859
15,15,Researches studying Thomas Jeffersons Y chromosome have found it belongs to a lineage that is rare in Europe but common in the Middle Last ,2007-02-28 05:00:00+00:00,Researchers studying Thomas Jeffersonâs Y chromosome have found it belongs to a lineage that is rare in Europe but common in the Middle East.,"{'main': 'Study Raises Possibility of Jewish Tie for Jefferson', 'kicker': None, 'content_kicker': None, 'print_headline': 'Study Raises Possibility Of Jewish Tie For Jefferson', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'JEWS', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Jefferson, Thomas', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Genetics and Heredity', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'DNA (Deoxyribonucleic Acid)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Genealogy', 'rank': 5, 'major': 'N'}]",National,U.S.,15,compound,0.0
16,16,The vice president said it wa not correct that he âwent in to beat up on the Pakistani president for failing to confront Ll Qaeda and the Taliban ,2007-02-28 05:00:00+00:00,The vice president said it was not correct that he âwent in to beat up onâ the Pakistani president for failing to confront Al Qaeda and the Taliban.,"{'main': 'Cheney Denies Aiming to âBeat Up Onâ Musharraf', 'kicker': None, 'content_kicker': None, 'print_headline': 'Cheney Denies Aiming to âBeat Up Onâ Musharraf', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Pakistan', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Cheney, Dick', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Musharraf, Pervez', 'rank': 3, 'major': 'N'}]",Foreign,Washington,16,compound,-0.6124
17,17,The egg shaped Salt Take Tabernacle completed in reopened over the weekend after a two year renovation ,2007-04-02 04:00:00+00:00,"The egg-shaped Salt Lake Tabernacle, completed in 1867, reopened over the weekend after a two-year renovation.","{'main': 'After Two Years of Work, an Updated Tabernacle', 'kicker': None, 'content_kicker': None, 'print_headline': 'After Two Years of Work, An Updated Tabernacle', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Historic Buildings and Sites', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Restoration and Rehabilitation', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Mormon Tabernacle Choir', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Salt Lake City (Utah)', 'rank': 4, 'major': 'N'}]",National,U.S.,17,compound,0.0
18,18,Officials in Middle Eastern government have warned of the possibility of âa grave and destructive nuclear arm race in the region â,2007-04-15 04:00:00+00:00,Officials in Middle Eastern governments have warned of the possibility of âa grave and destructive nuclear arms race in the region.â,"{'main': 'With Eye on Iran, Rivals Also Want Nuclear Power', 'kicker': None, 'content_kicker': None, 'print_headline': 'WITH EYE ON IRAN, RIVALS PURSUING NUCLEAR POWER', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Middle East', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'ATOMIC ENERGY', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'ATOMIC WEAPONS', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Sunni Muslims', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'International Atomic Energy Agency', 'rank': 6, 'major': 'N'}]",Foreign,World,18,compound,-0.8271
19,19,Man and Ran girdled for heavy flooding and wind a the strongest cycling ever recorded by scientist in the northwestern Arabian Tea neared ,2007-06-06 04:00:00+00:00,Oman and Iran girded for heavy flooding and winds as the strongest cyclone ever recorded by scientists in the northwestern Arabian Sea neared.,"{'main': 'Cyclone Nears Iran and Oman', 'kicker': None, 'content_kicker': None, 'print_headline': 'Coast of Oman Hit By Strong Cyclone', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Oman', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Cyclones', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 3, 'major': 'N'}]",Foreign,World,19,compound,0.4404
20,20,Elections in the Middle Last it appears have increasingly become a tool used by authoritarian leader to claim legitimate ,2007-06-07 04:00:00+00:00,"Elections in the Middle East, it appears, have increasingly become a tool used by authoritarian leaders to claim legitimacy.","{'main': 'Ballot Boxes? Yes. Actual Democracy? Tough Question.', 'kicker': 'Memo From the Middle East', 'content_kicker': None, 'print_headline': 'Ballot Boxes? Yes. Actual Democracy? Tough Question.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Politics and Government', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Middle East', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Leaders and Leadership', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elections', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 5, 'major': 'N'}]",Foreign,World,20,compound,0.0
21,21,Assassination and car bomb killed at least people in Ran on Tuesday and detail emerged of a massacre of White civilian in Diyala Province on Monday ,2007-07-18 04:00:00+00:00,Assassinations and car bombs killed at least 39 people in Iraq on Tuesday and details emerged of a massacre of Shiite civilians in Diyala Province on Monday.,"{'main': 'Attackers Kill 39 in Iraq; Massacre Details Emerge', 'kicker': None, 'content_kicker': None, 'print_headline': 'Attackers Kill 39 in Iraq; Massacre Details Emerge', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Shiite Muslims', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Bombs and Explosives', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 5, 'major': 'N'}]",Foreign,World,21,compound,-0.9118
22,22,Ran is soccer crazy and despite coming and shooting that are sometimes aimed at amateur tear it remains the national game ,2007-07-21 04:00:00+00:00,"Iraq is soccer crazy, and despite bombings and shootings that are sometimes aimed at amateur teams, it remains the national game.","{'main': 'For Iraq, Common Ground Can Be Found on Soccer Field', 'kicker': None, 'content_kicker': None, 'print_headline': 'For Iraq, Common Ground Can Be Found on Soccer Field', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Iraq', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Soccer', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Athletics and Sports', 'rank': 3, 'major': 'N'}]",Foreign,World,22,compound,-0.34
23,23,Rush administration official are expressing increasing anger at what they say ha been Maude Arabians counterproductive role in the Ran war ,2007-07-27 04:00:00+00:00,Bush administration officials are expressing increasing anger at what they say has been Saudi Arabiaâs counterproductive role in the Iraq war.,"{'main': 'Saudisâ Role in Iraq Frustrates U.S. Officials', 'kicker': None, 'content_kicker': None, 'print_headline': 'U.S. Officials Voice Frustrations With Saudis, Citing Role in Iraq', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Saudi Arabia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Sunni Muslims', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 5, 'major': 'N'}]",Foreign,World,23,compound,-0.7351
24,24,Concerns about Maude Arabians role in Ran could prompt critic in Congress to oppose the package which is expected to total billion over a decade ,2007-07-28 04:00:00+00:00,"Concerns about Saudi Arabiaâs role in Iraq could prompt critics in Congress to oppose the package, which is expected to total $20 billion over a decade.","{'main': 'U.S. Set to Offer Huge Arms Deal to Saudi Arabia', 'kicker': None, 'content_kicker': None, 'print_headline': 'U.S. Set to Offer Huge Arms Deal To Saudi Arabia', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'ARMS SALES ABROAD', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Saudi Arabia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 4, 'major': 'N'}]",Foreign,Washington,24,compound,-0.2732
25,25,The Rush team ha gotten a little le than hoped for particularly given the size of the military and aid package announced Monday ,2007-08-01 04:00:00+00:00,"The Bush team has gotten a little less than hoped for, particularly given the size of the military and aid package announced Monday.","{'main': 'U.S. Pressing Arab Nations to Increase Support for Iraq', 'kicker': None, 'content_kicker': None, 'print_headline': 'U.S. Pressing Arab Nations To Increase Support for Iraq', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Middle East', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'ARMS SALES ABROAD', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Saudi Arabia', 'rank': 6, 'major': 'N'}]",Foreign,World,25,compound,0.577
26,26,In matter of specie preservation our effort look a though theyre directed at nature when in fact theyre really directed at ourselves ,2007-09-27 04:00:00+00:00,"In matters of species preservation, our efforts look as though theyâre directed at nature, when in fact theyâre really directed at ourselves.","{'main': 'The Plight of the Loggerhead Turtle', 'kicker': 'Editorial', 'content_kicker': None, 'print_headline': 'The Plight of the Loggerhead Turtle', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Editorials', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Turtles and Tortoises', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Endangered and Extinct Species', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Environment', 'rank': 4, 'major': 'N'}]",Editorial,Opinion,26,compound,0.0258
27,27,A court in New Work ha found the man guilty of planning in the coming of U S embassy in Asia ,2008-01-19 05:00:00+00:00,A court in New York has found the man guilty of planning in 2001 the bombing of U.S. embassies in Asia.,"{'main': 'Canadian Gets Life in Qaeda Bomb Plot', 'kicker': None, 'content_kicker': None, 'print_headline': 'Canadian Gets Life in Qaeda Bomb Plot', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Philippines', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Canada', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'AL QAEDA', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Bombs and Explosives', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Kuwait', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Sentences (Criminal)', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Singapore', 'rank': 8, 'major': 'N'}]",Foreign,World,27,compound,-0.1027
28,28,Inflation caused in part by the skyrocketing price of oil is pushing many ordinary people toward poverty even a oil money stimulated economic growth in the gulf ,2008-02-25 05:00:00+00:00,"Inflation, caused in part by the skyrocketing price of oil, is pushing many ordinary people toward poverty even as oil money stimulates economic growth in the gulf.","{'main': 'Rising Inflation Creates Unease in Middle East', 'kicker': None, 'content_kicker': None, 'print_headline': 'RISING INFLATION\nPROMPTS UNEASE\nIN MIDDLE EAST', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Middle East', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Morocco', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations and Riots', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Economic Conditions and Trends', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Lebanon', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Syria', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Jordan', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Oil (Petroleum) and Gasoline', 'rank': 8, 'major': 'N'}, {'name': 'glocations', 'value': 'Persian Gulf', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Recession and Depression', 'rank': 10, 'major': 'N'}, {'name': 'glocations', 'value': 'Oman', 'rank': 11, 'major': 'N'}, {'name': 'glocations', 'value': 'Yemen', 'rank': 12, 'major': 'N'}, {'name': 'glocations', 'value': 'Bahrain', 'rank': 13, 'major': 'N'}, {'name': 'glocations', 'value': 'Saudi Arabia', 'rank': 14, 'major': 'N'}, {'name': 'subject', 'value': 'Prices (Fares, Fees and Rates)', 'rank': 15, 'major': 'N'}]",Foreign,World,28,compound,0.0516
