index,Unnamed: 0,CleanedText,pub_date,abstract,headline,keywords,news_desk,section_name,row_id,sentiment_type,sentiment_score
10,10,WEST ,2006-03-18 05:00:00+00:00,WEST.,"{'main': 'National Briefing: West, Southwest, Midwest, South, New England, Washington', 'kicker': None, 'content_kicker': None, 'print_headline': 'National Briefing: West, Southwest, Midwest, South, New England, Washington', 'name': None, 'seo': None, 'sub': None}",[],National,U.S.,10,compound,0.0
11,11,Zacarias Moussaoui s lawyer tried to defeat their client s boastful claim that he had a major role in the attack ,2006-03-28 05:00:00+00:00,Zacarias Moussaoui's lawyers tried to deflate their client's boastful claim that he had a major role in the attacks.,"{'main': 'Moussaoui Had No 9/11 Role, Terrorists Said', 'kicker': None, 'content_kicker': None, 'print_headline': 'Moussaoui Had No 9/11 Role, Terrorists Said', 'name': None, 'seo': None, 'sub': None}",[],National,U.S.,11,compound,-0.7269
12,12,New infection among young adult declined by more than a third from through scientist reported ,2006-03-31 05:00:00+00:00,"New infections among young adults declined by more than a third from 2000 through 2004, scientists reported.","{'main': 'New H.I.V. Cases Reported to Drop in Southern India', 'kicker': None, 'content_kicker': None, 'print_headline': 'New H.I.V. Cases Reported to Drop In Southern India', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'India', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Acquired Immune Deficiency Syndrome', 'rank': 2, 'major': 'N'}]",Foreign,World,12,compound,0.0
13,13,ASIA ,2006-04-01 05:00:00+00:00,ASIA.,"{'main': 'World Briefing: Asia, Europe, Middle East, Africa', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",[],Foreign,World,13,compound,0.0
14,14,Syrian official are aggressive silencing domestic political opposition while accommodation religious conservative ,2006-04-05 04:00:00+00:00,Syrian officials are aggressively silencing domestic political opposition while accommodating religious conservatives.,"{'main': 'Syria Imposing Stronger Curbs on Opposition', 'kicker': None, 'content_kicker': None, 'print_headline': 'Syria Imposing Stronger Curbs On Opposition', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Syria', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Islam', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Leaders and Leadership', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Freedom and Human Rights', 'rank': 5, 'major': 'N'}]",Foreign,World,14,compound,-0.2732
15,15,A group of Islamic scholar said one company had worked to reach out to Muslims and so should not be boycotted ,2006-04-05 04:00:00+00:00,A group of Islamic scholars said one company had worked to reach out to Muslims and so should not be boycotted.,"{'main': 'Possible Crack in the Boycott of Danish Goods', 'kicker': None, 'content_kicker': None, 'print_headline': 'Possible Crack In the Boycott Of Danish Goods', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Islam', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Cartoons and Cartoonists', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Boycotts', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Denmark', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Middle East', 'rank': 6, 'major': 'N'}]",Foreign,World,15,compound,0.3309
16,16,Some of the supply and million of dollar of cash donate by foreign government after Hurricane Matrena were not used official said ,2006-04-07 04:00:00+00:00,"Some of the supplies and millions of dollars of cash donated by foreign governments after Hurricane Katrina were not used, officials said.","{'main': 'Hurricane Relief From Abroad Was Mishandled', 'kicker': None, 'content_kicker': None, 'print_headline': 'Hurricane Relief From Abroad Was Mishandled', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'HURRICANE KATRINA', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Foreign Aid', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Philanthropy', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 4, 'major': 'N'}]",National,U.S.,16,compound,0.0
17,17,It wa the second such riot in le than two month adding to concern that Ll Qaeda is gaining a new avenue for control ,2006-04-14 04:00:00+00:00,"It was the second such riot in less than two months, adding to concerns that Al Qaeda is gaining a new avenue for control.","{'main': 'Militant Uprising at Jordanian Prison Is Quelled', 'kicker': None, 'content_kicker': None, 'print_headline': 'Militant Uprising at Jordanian Prison Is Quelled', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Jordan', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations and Riots', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'AL QAEDA', 'rank': 3, 'major': 'N'}]",Foreign,World,17,compound,-0.2023
18,18,The president of the Palestinian Authority condemned the attack reflecting a split in the Palestinian leadership ,2006-04-18 04:00:00+00:00,"The president of the Palestinian Authority condemned the attack, reflecting a split in the Palestinian leadership.","{'main': 'Suicide Bombing in Israel Kills 9; Hamas Approves', 'kicker': None, 'content_kicker': None, 'print_headline': 'SUICIDE BOMBING IN ISRAEL KILLS 9; HAMAS APPROVES', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Tel Aviv (Israel)', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'ISLAMIC JIHAD', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Palestinian Authority', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Hamas', 'rank': 4, 'major': 'N'}]",Foreign,World,18,compound,-0.6908
19,19,President U Into of China signed a series of trade agreement with Maude Arabia in his first state visit there ,2006-04-23 04:00:00+00:00,President Hu Jintao of China signed a series of trade agreements with Saudi Arabia in his first state visit there.,"{'main': 'Avoiding Political Talk, Saudis and Chinese Build Trade', 'kicker': None, 'content_kicker': None, 'print_headline': 'Avoiding Political Talk, Saudis and Chinese Build Trade', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Hu Jintao', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'China', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Saudi Arabia', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Oil (Petroleum) and Gasoline', 'rank': 4, 'major': 'N'}]",Foreign,World,19,compound,0.4939
20,20,Among other grant the Persian Gulf nation is giving million to Easier University of Louisiana the only historically black Catholic university in the United States ,2006-05-02 04:00:00+00:00,"Among other grants, the Persian Gulf nation is giving $17.5 million to Xavier University of Louisiana, the only historically black Catholic university in the United States.","{'main': 'Qatar Grants Millions in Aid to New Orleans', 'kicker': None, 'content_kicker': None, 'print_headline': 'Qatar Grants Millions in Aid to New Orleans', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'New Orleans (La)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Gifts', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'March of Dimes', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Habitat for Humanity', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Qatar', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'HURRICANE KATRINA', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Louisiana State University', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Tulane University', 'rank': 9, 'major': 'N'}]",National,U.S.,20,compound,0.8591
21,21,ASIA ,2006-05-05 04:00:00+00:00,ASIA.,"{'main': 'World Briefing: Asia, Americas, Europe', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",[],Foreign,World,21,compound,0.0
22,22,For year Arab government kept drug abuse quiet but now some country are placing a much emphasis on prevention and rehabilitation a on punishment ,2006-05-05 04:00:00+00:00,"For years Arab governments kept drug abuse quiet, but now some countries are placing as much emphasis on prevention and rehabilitation as on punishment.","{'main': 'Bustling Gulf City Finds It Has Imported a Drug Problem', 'kicker': 'Dubai Journal', 'content_kicker': None, 'print_headline': 'Bustling Gulf City Finds It Has Imported a Drug Problem', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Drug Abuse and Traffic', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'United Arab Emirates', 'rank': 2, 'major': 'N'}]",Foreign,World,22,compound,-0.7845
23,23,Normajean Ratio the daughter of Sense Mean Ratio and N Chris Ratio of Princeton N J wa married there yesterday to Kenneth John Swiss the son of Elizabeth Alexis Swiss and Alfred J Swiss of Brisbane Australia Sir Alter E Woman performed the ceremony at It Paul s Catholic Church ,2006-05-14 04:00:00+00:00,"Normajean Pratico, the daughter of Denise Jean Pratico and N. Chris Pratico of Princeton, N.J., was married there yesterday to Kenneth John Swiss, the son of Elizabeth Alexia Swiss and Alfred J. Swiss of Brisbane, Australia. Msgr. Walter E. Nolan performed the ceremony at St. Paul's Catholic Church.","{'main': 'Normajean Pratico and Kenneth Swiss', 'kicker': None, 'content_kicker': None, 'print_headline': 'Normajean Pratico, Kenneth Swiss', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Weddings and Engagements', 'rank': 1, 'major': 'N'}]",Society,Fashion & Style,23,compound,0.0
24,24,President Rush s speech on immigration last night wa a victory for the fear stricken fringe of the debate ,2006-05-16 04:00:00+00:00,President Bush's speech on immigration last night was a victory for the fear-stricken fringe of the debate.,"{'main': 'Border Illusions', 'kicker': 'Editorial', 'content_kicker': None, 'print_headline': 'Border Illusions', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Illegal Immigrants', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'IMMIGRATION AND REFUGEES', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Bush, George W', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Mexico', 'rank': 4, 'major': 'N'}]",Editorial,Opinion,24,compound,-0.7579
25,25,The American military also reported the death of three soldier killed by bomb ,2006-05-17 04:00:00+00:00,The American military also reported the deaths of three soldiers killed by bombs.,"{'main': 'Attack Kills 5 Militiamen and 18 Others in Baghdad', 'kicker': None, 'content_kicker': None, 'print_headline': 'Attack Kills 5 Militiamen And 18 Others In Baghdad', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Politics and Government', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'VIOLENCE', 'rank': 3, 'major': 'N'}]",Foreign,World,25,compound,-0.9118
26,26,The resolution aim to re establish the political and territorial independence of Lebanon which wa virtually occupied by Syria for three decade ,2006-05-18 04:00:00+00:00,"The resolution aims to re-establish the political and territorial independence of Lebanon, which was virtually occupied by Syria for three decades.","{'main': 'U.N. Council Urges Syria to Set Ties With Lebanon', 'kicker': None, 'content_kicker': None, 'print_headline': 'U.N. Council Urges Syria to Set Ties With Lebanon', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Lebanon', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Freedom and Human Rights', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Syria', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Security Council', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'United Nations', 'rank': 5, 'major': 'N'}]",Foreign,World,26,compound,0.0
27,27,Iraqi political leader still have not agreed on candidate for the two most important cabinet post but will go ahead with presenting a new government ,2006-05-20 04:00:00+00:00,"Iraqi political leaders still have not agreed on candidates for the two most important cabinet posts, but will go ahead with presenting a new government.","{'main': 'Iraqis Name Cabinet Today but Security Ministers Later', 'kicker': None, 'content_kicker': None, 'print_headline': 'Iraq to Name Cabinet Today But Security Ministers Later', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Politics and Government', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 2, 'major': 'N'}]",Foreign,World,27,compound,0.036
28,28,Wait s emit dissolved the country s Parliament on Sunday ending a battle over redistributing that threatened to cause a governmental crisis ,2006-05-22 04:00:00+00:00,"Kuwait's emir dissolved the country's Parliament on Sunday, ending a battle over redistricting that threatened to cause a governmental crisis.","{'main': ""Kuwait's Emir Calls Election, Citing 'Stability'"", 'kicker': None, 'content_kicker': None, 'print_headline': ""Kuwait's Emir Calls Election, Citing 'Stability'"", 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Kuwait', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'REAPPORTIONMENT', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elections', 'rank': 4, 'major': 'N'}]",Foreign,World,28,compound,-0.8658
29,29,Syria s former vice president and the leader of the Slim Brotherhood in Syria have formed an alliance to try to unity Syria s opposition and reassure insider fearful of change ,2006-05-23 04:00:00+00:00,Syria's former vice president and the leader of the Muslim Brotherhood in Syria have formed an alliance to try to unify Syria's opposition and reassure insiders fearful of change.,"{'main': 'Former Political Enemies Join in Exile to Push for Change in Syrian Leadership', 'kicker': None, 'content_kicker': None, 'print_headline': 'Former Political Enemies Join in Exile to Push for Change in Syrian Leadership', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Syria', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Khaddam, Abdel Halim', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Muslim Brotherhood', 'rank': 4, 'major': 'N'}]",Foreign,World,29,compound,-0.2023
30,30,Even after year of trying to reform the curriculum intolerable continues to pervade religious education in Maude public school ,2006-05-24 04:00:00+00:00,"Even after years of trying to reform the curriculum, intolerance continues to pervade religious education in Saudi public schools.","{'main': ""Don't Be Friends With Christians or Jews, Saudi Texts Say"", 'kicker': None, 'content_kicker': None, 'print_headline': ""Don't Be Friends With Christians or Jews, Saudi Texts Say"", 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Saudi Arabia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Education and Schools', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Reform and Reorganization', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Islam', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Freedom of Religion', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Christians and Christianity', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Freedom House', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'ABDULLAH', 'rank': 8, 'major': 'N'}]",Foreign,World,30,compound,0.0
31,31,In this nation of five million of whom only about percent are native citizen the battle for cultural survival begin with I do ,2006-05-26 04:00:00+00:00,"In this nation of five million, of whom only about 10 percent are native citizens, the battle for cultural survival begins with ""I do.""","{'main': 'Here Comes the Bride (but Not From Afar, Emirates Hope)', 'kicker': 'Ras al Khaymah Journal', 'content_kicker': None, 'print_headline': 'Here Comes the Bride (but Not From Afar, Emirates Hope)', 'name': None, 'seo': None, 'sub': None}",[],Foreign,World,31,compound,-0.3818
32,32,Is the U S seek to stability Ran and contain Ran it must carefully navigable the relationship between the country ,2006-06-08 04:00:00+00:00,"As the U.S. seeks to stabilize Iraq and contain Iran, it must carefully navigate the relationship between the countries.","{'main': 'Iraqi Ties to Iran Create New Risks for Washington', 'kicker': None, 'content_kicker': None, 'print_headline': 'Iraqi Ties to Iran Create New Risks For Washington', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Iraq', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Shiite Muslims', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Church-State Relations', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Bush, George W', 'rank': 7, 'major': 'N'}]",Foreign,World,32,compound,0.128
33,33,Former official who comment publicly on security issue often also have relationship with for profit company ,2006-06-19 04:00:00+00:00,Former officials who comment publicly on security issues often also have relationships with for-profit companies.,"{'main': 'Company Ties Not Always Noted in Security Push ', 'kicker': 'Homeland Security Inc.', 'content_kicker': None, 'print_headline': 'Company Ties Not Always Noted In Push to Tighten U.S. Security', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Defense Contracts', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Security and Warning Systems', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Lobbying and Lobbyists', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Homeland Security Department', 'rank': 6, 'major': 'N'}]",National,Washington,33,compound,0.6486
34,34,A Palestinian college is growing from the ruble of an promoted Israel settlement ,2006-06-21 04:00:00+00:00,A Palestinian college is growing from the rubble of an uprooted Israeli settlement.,"{'main': ""A Campus for 'Scholars, Not Fighters' on a Settlement Site"", 'kicker': 'Gaza Journal', 'content_kicker': None, 'print_headline': ""A Campus for 'Scholars, Not Fighters' on a Settlement Site"", 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Education and Schools', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Gaza Strip', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Palestinian Authority', 'rank': 5, 'major': 'N'}]",Foreign,World,34,compound,0.5423
35,35,Counterterrorism official have examined banking transaction involving thousand of Americans without warrant or subpoena official say ,2006-06-22 10:35:00+00:00,"Counterterrorism officials have examined banking transactions involving thousands of Americans without warrants or subpoenas, officials say.","{'main': 'Bank Data Secretly Reviewed by U.S. to Fight Terror', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",[],Foreign,Washington,35,compound,0.0
36,36,A secret program ha given counterterrorism official access to financial record involving thousand of Americans official said ,2006-06-23 04:00:00+00:00,"A secret program has given counterterrorism officials access to financial records involving thousands of Americans, officials said.","{'main': 'Bank Data Is Sifted by U.S. in Secret to Block Terror', 'kicker': None, 'content_kicker': None, 'print_headline': 'BANK DATA SIFTED IN SECRET BY U.S. TO BLOCK TERROR', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Banks and Banking', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Central Intelligence Agency', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Surveillance of Citizens by Government', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Privacy', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Finances', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Treasury Department', 'rank': 6, 'major': 'N'}]",Foreign,Washington,36,compound,0.34
