index,Unnamed: 0,CleanedText,pub_date,abstract,headline,keywords,news_desk,section_name,row_id,sentiment_type,sentiment_score
10,10,Israel official suggested that ground troop might take a more active role in combating the Hezbollah militia ,2006-07-21 04:00:00+00:00,Israeli officials suggested that ground troops might take a more active role in combating the Hezbollah militia.,"{'main': 'Israel May Expand Ground Offensive', 'kicker': 'The Conflict', 'content_kicker': None, 'print_headline': 'MARINES RETURN TO BEIRUT TO AID U.S. EVACUATION', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Lebanon', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Middle East', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Hezbollah', 'rank': 4, 'major': 'N'}]",Foreign,World,10,compound,0.4576
11,11,A cheering planeload of Americans arrived in Maryland giving thanks for their escape and pleading for an end to the coming in Lebanon ,2006-07-21 04:00:00+00:00,"A cheering planeload of Americans arrived in Maryland, giving thanks for their escape and pleading for an end to the bombing in Lebanon.","{'main': 'Plucked to Safety From Lebanon, American Evacuees Return and Lament the Destruction', 'kicker': 'The Homecoming', 'content_kicker': None, 'print_headline': 'Plucked to Safety From Lebanon, American Evacuees Return and Lament the Destruction', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Lebanon', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Maryland', 'rank': 4, 'major': 'N'}]",National,World,11,compound,0.8519
12,12,Israel appeared to prepare for a ground offensive in southern Lebanon warning resident to evacuate the border zone ,2006-07-21 11:27:00+00:00,"Israel appeared to prepare for a ground offensive in southern Lebanon, warning residents to evacuate the border zone.","{'main': 'Israel Calls Up Reserves as Air Raids Continue in Lebanon', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",[],Foreign,World,12,compound,-0.6597
13,13,Reports from Tyre Lebanon Damascus Syria Papa and Larnaca Typhus ,2006-07-22 04:00:00+00:00,"Reports from Tyre, Lebanon; Damascus, Syria; Gaza; and Larnaca, Cyprus.","{'main': 'Families Torn Apart and Travelers Uprooted, With No End in Sight', 'kicker': None, 'content_kicker': None, 'print_headline': 'Families Torn Apart and Travelers Uprooted, With No End in Sight', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Lebanon', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Syria', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Gaza Strip', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Cyprus', 'rank': 4, 'major': 'N'}]",Foreign,World,13,compound,0.0
14,14,Early Saturday Israel aircraft and artillery wounded Lebanese road and village in the path of it troop Secretary of State Condoleezza Vice will travel to the region Sunday ,2006-07-22 04:00:00+00:00,"Early Saturday, Israeli aircraft and artillery pounded Lebanese roads and villages in the path of its troops. Secretary of State Condoleezza Rice will travel to the region Sunday.","{'main': 'Israeli Buildup at Lebanese Line as Fight Rages', 'kicker': 'The Overview', 'content_kicker': None, 'print_headline': 'Israeli Buildup At Lebanese Line As Fight Rages', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Hezbollah', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Middle East', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Lebanon', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Rice, Condoleezza', 'rank': 6, 'major': 'N'}]",Foreign,World,14,compound,0.0
15,15,Israel soldier moved into a village just across the Lebanese border in what the military described a a limited operation against a Hezbollah stronghold ,2006-07-23 04:00:00+00:00,Israeli soldiers moved into a village just across the Lebanese border in what the military described as a limited operation against a Hezbollah stronghold.,"{'main': 'Israel Presses Air Raids on Lebanon, and Its Ground Forces Move Into a Village', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Lebanon', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'ARMAMENT, DEFENSE AND MILITARY FORCES', 'rank': 3, 'major': 'N'}]",Foreign,World,15,compound,-0.1027
16,16,Israel official expressed interest in a multinational armed force a the military again wounded southern Lebanon from the air and ground and Hezbollah rickets hit northern Israel ,2006-07-24 04:00:00+00:00,Israeli officials expressed interest in a multinational armed force as the military again pounded southern Lebanon from the air and ground and Hezbollah rockets hit northern Israel.,"{'main': 'Israel Weighs Foreign Troops on Border', 'kicker': 'The Overview', 'content_kicker': None, 'print_headline': 'ISRAEL to discuss Foreign Troops As Border Guard', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Germany', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Hezbollah', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'United Nations', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Lebanon', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'France', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Military Aircraft', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'North Atlantic Treaty Organization', 'rank': 8, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'World Health Organization', 'rank': 10, 'major': 'N'}, {'name': 'organizations', 'value': 'European Union', 'rank': 11, 'major': 'N'}, {'name': 'persons', 'value': 'Bolton, John R', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 13, 'major': 'N'}, {'name': 'persons', 'value': 'Olmert, Ehud', 'rank': 14, 'major': 'N'}, {'name': 'subject', 'value': 'ARMAMENT, DEFENSE AND MILITARY FORCES', 'rank': 15, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 16, 'major': 'N'}, {'name': 'persons', 'value': 'Peretz, Amir', 'rank': 17, 'major': 'N'}]",Foreign,World,16,compound,0.4588
17,17,Support is building for an international military force in southern Lebanon but there are concern that soldier would be seen a allied to Israel ,2006-07-25 04:00:00+00:00,"Support is building for an international military force in southern Lebanon, but there are concerns that soldiers would be seen as allied to Israel. ","{'main': 'U.S. and NATO Balk on Troops for Lebanon Force', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Germany', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Hezbollah', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'North Atlantic Treaty Organization', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Lebanon', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 7, 'major': 'N'}]",Foreign,World,17,compound,0.2144
18,18,Beirut ha been split in two it le affluent White flank mutilated by airstrikes while the rest of the city remains mostly unsheathed ,2006-07-25 04:00:00+00:00,"Beirut has been split in two, its less affluent Shiite flank mutilated by airstrikes while the rest of the city remains mostly unscathed.","{'main': 'In Beirut, an Abyss Between Elegance and Chaos', 'kicker': 'Divisions', 'content_kicker': None, 'print_headline': 'Beirutis Try to Plumb the Abyss Between Elegance and Chaos', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Lebanon', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Shiite Muslims', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Hezbollah', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Beirut (Lebanon)', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 5, 'major': 'N'}]",Foreign,World,18,compound,0.34
19,19,Is the war between Israel and Hezbollah continued four unarmed U N observer were killed when an Israel airstrike hit their observation post near the Israel border ,2006-07-26 04:00:00+00:00,"As the war between Israel and Hezbollah continued, four unarmed U.N. observers were killed when an Israeli airstrike hit their observation post near the Israeli border.","{'main': 'Israel to Occupy Area of Lebanon as Security Zone', 'kicker': None, 'content_kicker': None, 'print_headline': 'ISRAEL TO OCCUPY AREA OF LEBANON AS SECURITY ZONE', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Lebanon', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 3, 'major': 'N'}]",Foreign,World,19,compound,-0.8555
20,20,Haze Mamma stumbled on through grief and regret after an Israel airstrike killed his wife daughter and granddaughter ,2006-08-08 04:00:00+00:00,"Ghazi Samra stumbles on through grief and regret after an Israeli airstrike killed his wife, daughter and granddaughter.","{'main': 'After Bomb Kills Loved Ones, Life Turns Ghostly', 'kicker': 'Survivors', 'content_kicker': None, 'print_headline': 'After Bomb Kills Loved Ones, Life Turns Ghostly in Lebanon', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Lebanon', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Bombs and Explosives', 'rank': 3, 'major': 'N'}]",Foreign,World,20,compound,-0.8885
21,21,Almost one month into the Israel blockade of Lebanon fuel reserve have all but dried up and a blackest could come within week ,2006-08-09 04:00:00+00:00,"Almost one month into the Israeli blockade of Lebanon, fuel reserves have all but dried up and a blackout could come within weeks.","{'main': 'As Lebanonâs Fuel Runs Out, Fears of a Doomsday Moment', 'kicker': 'Shortages', 'content_kicker': None, 'print_headline': 'As Lebanon&#8217;s Fuel Runs Out, Fears of a Doomsday Moment', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'International Relations', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'United Nations', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Lebanon', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Rationing and Allocation of Resources', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Oil (Petroleum) and Gasoline', 'rank': 8, 'major': 'N'}, {'name': 'glocations', 'value': 'Europe', 'rank': 9, 'major': 'N'}, {'name': 'glocations', 'value': 'Cyprus', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Hospitals', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Blackouts and Brownouts (Electrical)', 'rank': 12, 'major': 'N'}]",Foreign,World,21,compound,0.0
22,22,France made a disappointing offer of support but a top official said the United Nations wa on track to meet it goal ,2006-08-18 04:00:00+00:00,"France made a disappointing offer of support, but a top official said the United Nations was on track to meet its goal.","{'main': 'U.N. Aide Says Peace Force Can Be in Lebanon in 10 Days', 'kicker': 'Diplomacy', 'content_kicker': None, 'print_headline': 'U.N. Aide Says Peace Force Can Be in Lebanon in 10 Days', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Hezbollah', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Brown, Mark Malloch', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'United Nations', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Lebanon', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'France', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 6, 'major': 'N'}]",Foreign,World,22,compound,0.6858
23,23,The mile long sick stained Lebanons shore after Israel warplane combed an oil storage depot last month ,2006-08-18 04:00:00+00:00,The 87-mile-long slick stained Lebanonâs shores after Israeli warplanes bombed an oil storage depot last month.,"{'main': 'U.N. Pledges $64 Million for Cleanup of Oil Spill Off Lebanon', 'kicker': 'The Environment', 'content_kicker': None, 'print_headline': 'U.N. Pledges $64 Million For Cleanup Of Oil Spill', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Lebanon', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Oil (Petroleum) and Gasoline', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Environment', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'United Nations', 'rank': 5, 'major': 'N'}]",Foreign,World,23,compound,-0.5106
24,24,Despite a new law curtailing extremist speech some Islamist leader declare it the duty of British Muslims to kill in the name of Slam ,2006-08-21 04:00:00+00:00,"Despite a new law curtailing extremist speech, some Islamist leaders declare it the duty of British Muslims to kill in the name of Islam.","{'main': 'British Law Against Glorifying Terrorism Has Not Silenced Calls to Kill for Islam', 'kicker': 'Violent Remarks', 'content_kicker': None, 'print_headline': 'British Law Against Glorifying Terrorism Has Not Silenced Calls to Kill for Islam', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Law and Legislation', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Great Britain', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Islam', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'VIOLENCE', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 5, 'major': 'N'}]",Foreign,World,24,compound,-0.8074
25,25,The immigration number have field a cancerous debate over Britains readiness to absorb additional outsider a the E U expands ,2006-08-23 04:00:00+00:00,The immigration numbers have fueled a rancorous debate over Britainâs readiness to absorb additional outsiders as the E.U. expands.,"{'main': 'Migration of Eastern Europeans to Britain Soars Beyond Estimates', 'kicker': None, 'content_kicker': None, 'print_headline': 'Migration of Eastern Europeans to Britain Soars Beyond Estimates', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'LABOR', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'European Union', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Unemployment', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Blair, Tony', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Great Britain', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'IMMIGRATION AND REFUGEES', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Poland', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Labor Party', 'rank': 9, 'major': 'N'}]",Foreign,World,25,compound,0.4019
26,26,In exhibit devoted to the suffering of million of Germans expelled from Poland and other country at the end of World War of ha touched a raw nerve with Poles ,2006-08-31 04:00:00+00:00,An exhibit devoted to the suffering of millions of Germans expelled from Poland and other countries at the end of World War II has touched a raw nerve with Poles.,"{'main': 'War Exhibit Further Strains German-Polish Relations', 'kicker': 'Berlin Journal', 'content_kicker': None, 'print_headline': 'War Exhibit Further Strains German-Polish Relations', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Germany', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Museums', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'World War II (1939-45)', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Poland', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Nazi Policies Toward Jews and Minorities', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Berlin (Germany)', 'rank': 7, 'major': 'N'}]",Foreign,World,26,compound,-0.5994
27,27,A renewed focus on Turkey is in the United States self interest ,2006-09-10 04:00:00+00:00,A renewed focus on Turkey is in the United Statesâ self interest.,"{'main': 'Turkey at the Tipping Point', 'kicker': 'Editorial', 'content_kicker': None, 'print_headline': 'Turkey at the Tipping Point', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Turkey', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Kurds', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'European Union', 'rank': 5, 'major': 'N'}]",Editorial,Opinion,27,compound,0.7003
28,28,Mob Key would be the first member of Congress to admit crime in the inquiry into Back Abramoffâs corruption ,2006-09-15 04:00:00+00:00,Bob Ney would be the first member of Congress to admit crimes in the inquiry into Jack Abramoffâs corruption.,"{'main': 'Ohio Congressman Is Said to Agree to Plead Guilty', 'kicker': None, 'content_kicker': None, 'print_headline': 'Ohio Congressman Is Said To Agree to Plead Guilty', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Frauds and Swindling', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'ABRAMOFF, JACK', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Crime and Criminals', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Ney, Bob', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Ohio', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Defense Contracts', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Lobbying and Lobbyists', 'rank': 8, 'major': 'N'}]",National,Washington,28,compound,-0.4019
